"CODIGO_SOLICITUD","FECHA_RECEPCION","FECHA_RESPUESTA","PAIS_SOLICITUD","SECTOR_SOLICITUD","CATEGORIA_SOLICITUD","ESTADO_SOLICITUD","RESUMEN_SOLICITUD","RESUMEN_RESPUESTA","RESERVA","ES_REVISION","FECHA_RECEPCION_REVISION","FECHA_RESPUESTA_REVISION","RESUMEN_SOLICITUD_REVISION","RESUMEN_RESPUESTA_REVISION","ESTADO_REVISION"
F-95-2022,2022-08-09 16:44:10.000,2022-08-25 16:16:26.000,Nicaragua,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-96-2022,2022-08-10 16:36:22.000,2022-08-11 18:28:38.000,El Salvador,Personal,Estandar,Otorgado,,,,0,,,,,
F-97-2022,2022-08-13 06:07:35.000,2022-08-15 11:58:50.000,South Korea,Medios de comunicación,No Categorizada,Desestimado,,,,0,,,,,
F-98-2022,2022-08-14 07:58:26.000,2022-08-15 11:55:47.000,Honduras,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-99-2022,2022-08-16 08:38:01.000,2022-08-25 11:48:18.000,El Salvador,Medios de comunicación,Compleja,Denegado,,,,0,,,,,
F-100-2022,2022-08-16 18:50:12.000,2022-08-17 15:49:12.000,El Salvador,Personal,Estandar,Otorgado,,,,0,,,,,
F-101-2022,2022-08-17 06:30:14.000,2022-08-17 15:54:29.000,Honduras,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-102-2022,2022-08-17 15:27:15.000,2022-08-18 15:36:16.000,Colombia,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-103-2022,2022-08-18 14:24:20.000,2022-08-19 10:29:19.000,El Salvador,Sector Público,No Categorizada,Desestimado,,,,0,,,,,
F-104-2022,2022-08-24 15:21:00.000,2022-09-20 15:11:42.000,El Salvador,Academia,Compleja,Denegado,,,,0,,,,,
F-105-2022,2022-08-24 15:41:51.000,2022-09-20 15:15:20.000,El Salvador,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-106-2022,2022-08-24 15:55:12.000,2022-08-25 11:53:09.000,Colombia,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-107-2022,2022-08-24 15:55:14.000,2022-08-25 11:39:26.000,Colombia,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-108-2022,2022-08-25 10:08:55.000,2022-08-25 15:12:33.000,Argentina,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-109-2022,2022-08-25 12:29:23.000,2022-09-05 14:49:03.000,Guatemala,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-110-2022,2022-08-25 13:12:46.000,2022-09-05 14:41:47.000,Guatemala,Medios de comunicación,Compleja,Denegado,,,,0,,,,,
F-111-2022,2022-08-25 13:30:09.000,2022-09-20 15:19:04.000,El Salvador,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-112-2022,2022-08-28 12:38:40.000,2022-08-29 18:30:42.000,República Dominicana,ONG,Estandar,Otorgado,,,,0,,,,,
F-114-2022,2022-08-29 11:18:41.000,2022-08-29 17:57:24.000,El Salvador,Academia,Estandar,Otorgado,,,,0,,,,,
F-115-2022,2022-09-02 09:40:55.000,2022-11-10 10:28:12.000,Costa Rica,Academia,Compleja,Desestimado,,,,0,,,,,
F-116-2022,2022-09-09 08:56:10.000,2022-09-22 18:26:07.000,México,Academia,Compleja,Otorgado,,,,0,,,,,
F-117-2022,2022-09-12 10:56:14.000,2022-10-28 09:00:57.000,Canadá,Academia,Compleja,Otorgado,,,,0,,,,,
F-118-2022,2022-09-14 06:58:52.000,2022-09-20 14:50:15.000,Honduras,ONG,Estandar,Otorgado,,,,0,,,,,
F-121-2022,2022-09-14 15:21:34.000,2022-09-22 18:21:15.000,Argentina,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-122-2022,2022-09-15 15:16:31.000,2022-09-20 11:06:00.000,El Salvador,Personal,No Categorizada,Desestimado,,,,0,,,,,
F-123-2022,2022-09-20 16:44:44.000,2022-10-01 17:30:51.000,Honduras,Academia,Compleja,Desestimado,,,,0,,,,,
F-124-2022,2022-09-21 09:35:37.000,2022-09-22 10:22:09.000,Nicaragua,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
F-125-2022,2022-09-21 11:01:28.000,2022-09-22 10:08:59.000,Panamá,Academia,No Categorizada,Desestimado,,,,0,,,,,
F-126-2022,2022-09-21 14:00:26.000,2022-10-18 11:58:39.000,Costa Rica,Academia,Compleja,Otorgado,,,,0,,,,,
F-127-2022,2022-09-24 12:08:38.000,2022-09-25 10:51:57.000,Colombia,Personal,Estandar,Otorgado,,,,0,,,,,
F-128-2022,2022-09-26 18:56:01.000,2022-10-08 03:48:39.000,El Salvador,Academia,Compleja,Otorgado,,,,0,,,,,
F-129-2022,2022-09-27 19:15:10.000,2022-10-01 17:26:56.000,Argentina,ONG,Estandar,Otorgado,,,,0,,,,,
F-130-2022,2022-09-28 15:15:34.000,2022-01-11 10:52:09.000,Panamá,Academia,No Categorizada,Desestimado,,,,0,,,,,
F-131-2022,2022-09-29 04:34:39.000,2022-11-04 10:44:12.000,Honduras,Academia,Compleja,Otorgado,,,,0,,,,,
F-132-2022,2022-09-29 18:26:43.000,2022-11-10 10:30:46.000,Panamá,Academia,No Categorizada,Desestimado,,,,0,,,,,
F-133-2022,2022-10-03 11:10:49.000,2022-10-18 09:28:40.000,España,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-134-2022,2022-10-03 20:58:38.000,2022-10-08 03:15:40.000,El Salvador,Personal,Estandar,Otorgado,,,,0,,,,,
F-135-2022,2022-10-06 19:37:55.000,2022-10-08 03:11:27.000,Ghana,Sector Público,No Categorizada,Desestimado,,,,0,,,,,
F-136-2022,2022-10-20 17:20:10.000,2022-10-26 17:25:23.000,Costa Rica,Personal,Estandar,Otorgado,,,,0,,,,,
F-137-2022,2022-10-21 16:20:07.000,2022-10-25 11:57:11.000,Honduras,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-138-2022,2022-10-25 12:07:22.000,2022-10-26 17:22:20.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-139-2022,2022-10-28 11:27:03.000,2023-03-02 18:44:21.000,Guatemala,Academia,Compleja,Otorgado,,,,0,,,,,
F-140-2022,2022-10-29 09:19:58.000,2022-11-09 19:00:23.000,República Dominicana,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-141-2022,2022-10-29 10:43:01.000,2024-07-10 08:59:07.000,Honduras,Medios de comunicación,Estandar,Otorgado,,,,0,,,,,
F-142-2022,2022-11-03 19:16:08.000,2022-12-13 18:11:22.000,El Salvador,Personal,No Categorizada,Desestimado,,,,0,,,,,
F-144-2022,2022-11-05 14:23:51.000,2022-12-02 16:57:42.000,Nicaragua,Personal,Compleja,Otorgado,,,,0,,,,,
F-146-2022,2022-11-08 04:25:13.000,2022-11-10 09:59:06.000,Colombia,Academia,Estandar,Otorgado,,,,0,,,,,
F-147-2022,2022-11-09 23:41:34.000,2022-11-10 08:51:52.000,Nicaragua,Personal,Estandar,Otorgado,,,,0,,,,,
F-148-2022,2022-11-13 15:47:50.000,2022-11-15 11:32:03.000,Costa Rica,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-149-2022,2022-11-14 21:17:21.000,2022-11-15 08:30:29.000,Honduras,Personal,Estandar,Otorgado,,,,0,,,,,
F-152-2022,2022-11-24 12:45:48.000,2022-11-28 15:31:15.000,Costa Rica,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-153-2022,2022-11-24 16:36:21.000,2022-11-28 15:28:26.000,Costa Rica,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-154-2022,2022-11-25 13:37:07.000,2022-11-28 14:19:22.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-157-2022,2022-12-06 21:14:07.000,2022-12-16 10:42:20.000,Honduras,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
F-158-2022,2022-12-06 21:19:27.000,2022-12-29 14:37:58.000,Honduras,Personal,No Categorizada,Desestimado,,,,0,,,,,
F-159-2022,2022-12-07 11:10:49.000,2023-01-16 17:47:31.000,El Salvador,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-163-2022,2022-12-14 10:12:14.000,2023-01-25 09:24:26.000,Guatemala,Academia,Compleja,Otorgado,,,,0,,,,,
F-164-2022,2022-12-14 11:12:20.000,2022-12-16 10:17:34.000,Nicaragua,ONG,Estandar,Otorgado,,,,0,,,,,
F-167-2022,2022-12-19 21:44:15.000,2022-12-29 10:42:39.000,Honduras,Sector Privado,Compleja,Desestimado,,,,0,,,,,
F-168-2022,2022-12-23 19:24:53.000,2023-01-13 10:27:14.000,El Salvador,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-169-2022,2022-12-24 11:15:52.000,2022-12-29 12:08:15.000,Costa Rica,Personal,Estandar,Otorgado,,,,0,,,,,
F-171-2022,2022-12-27 23:56:16.000,2023-02-25 19:28:44.000,Guatemala,Personal,No Categorizada,Desestimado,,,,0,,,,,
F-1-2023,2023-01-04 15:10:19.000,2023-02-10 18:33:36.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-3-2023,2023-01-05 21:12:06.000,2023-01-10 16:35:40.000,El Salvador,Sector Público,Compleja,Otorgado,,,,0,,,,,
F-4-2023,2023-01-09 22:07:20.000,2023-01-10 16:12:43.000,Honduras,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-5-2023,2023-01-16 10:04:51.000,2023-01-26 08:50:55.000,Perú,Sector Privado,Compleja,Desestimado,,,,0,,,,,
F-8-2023,2023-01-19 10:38:28.000,2023-01-19 12:44:54.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-12-2023,2023-02-02 17:06:43.000,2023-02-05 12:38:22.000,Honduras,ONG,Estandar,Otorgado,,,,0,,,,,
F-14-2023,2023-02-07 10:44:55.000,2023-02-07 10:51:15.000,Honduras,Personal,Estandar,Otorgado,,,,0,,,,,
F-15-2023,2023-02-11 23:03:59.000,2023-02-13 10:05:06.000,Nicaragua,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-16-2023,2023-02-20 06:44:10.000,2023-02-25 19:23:29.000,España,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
F-17-2023,2023-02-21 11:33:20.000,2023-05-31 15:13:21.000,México,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
F-18-2023,2023-02-22 02:26:41.000,2023-03-01 11:51:25.000,South Korea,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
F-19-2023,2023-02-23 17:35:38.000,2023-05-01 13:52:23.000,El Salvador,Sector Público,Compleja,Desestimado,,,,0,,,,,
F-20-2023,2023-02-24 13:26:07.000,2023-02-25 19:14:39.000,México,Academia,Estandar,Otorgado,,,,0,,,,,
F-21-2023,2023-02-25 10:42:11.000,2023-02-25 19:11:34.000,Nicaragua,Academia,Estandar,Otorgado,,,,0,,,,,
F-22-2023,2023-02-28 13:35:39.000,2023-03-01 09:41:27.000,Honduras,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-24-2023,2023-03-07 15:11:46.000,2023-03-14 19:47:10.000,Costa Rica,Sector Privado,Compleja,Desestimado,,,,0,,,,,
F-27-2023,2023-03-08 16:02:21.000,2023-06-26 13:25:37.000,Estados Unidos,ONG,Compleja,Otorgado,,,,0,,,,,
F-28-2023,2023-03-08 16:10:02.000,2023-07-03 19:00:06.000,Estados Unidos,ONG,Compleja,Otorgado,,,,0,,,,,
F-29-2023,2023-03-17 13:34:49.000,2023-03-21 11:11:30.000,Costa Rica,Sector Público,No Categorizada,Desestimado,,,,0,,,,,
F-33-2023,2023-03-21 14:45:33.000,2023-03-22 10:57:11.000,Honduras,Sector Público,No Categorizada,Desestimado,,,,0,,,,,
F-34-2023,2023-03-22 03:58:07.000,2023-05-18 08:50:48.000,Switzerland,Academia,Compleja,Otorgado,,,,0,,,,,
F-35-2023,2023-03-29 13:53:11.000,2023-04-13 17:13:36.000,United States,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-40-2023,2023-03-29 14:00:06.000,2023-04-26 12:27:52.000,United States,Medios de comunicación,Compleja,Desestimado,,,,0,,,,,
F-44-2023,2023-03-29 14:06:24.000,2023-04-26 12:31:58.000,United States,Medios de comunicación,Compleja,Desestimado,,,,0,,,,,
F-45-2023,2023-03-29 14:10:17.000,2023-05-23 15:14:17.000,United States,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-47-2023,2023-03-29 14:17:42.000,2023-04-26 12:40:24.000,United States,Medios de comunicación,Compleja,Desestimado,,,,0,,,,,
F-52-2023,2023-03-30 12:01:08.000,2023-04-26 12:44:31.000,United States,Medios de comunicación,Compleja,Desestimado,,,,0,,,,,
F-54-2023,2023-03-30 12:02:49.000,2023-04-26 14:02:35.000,United States,Medios de comunicación,Compleja,Desestimado,,,,0,,,,,
F-58-2023,2023-03-30 12:07:48.000,,United States,Medios de comunicación,Compleja,Desestimado,,,,0,,,,,
F-59-2023,2023-03-30 12:09:06.000,2023-04-26 14:08:11.000,United States,Medios de comunicación,Compleja,Desestimado,,,,0,,,,,
F-60-2023,2023-03-30 12:09:07.000,2023-04-26 14:10:04.000,United States,Medios de comunicación,Compleja,Desestimado,,,,0,,,,,
C-61-2023,2023-03-30 14:37:00.000,2023-04-13 17:45:18.000,Costa Rica,Sector Público,Compleja,Otorgado,,,,0,,,,,
F-62-2023,2023-04-03 15:52:55.000,2023-05-31 15:17:37.000,Costa Rica,Personal,No Categorizada,Desestimado,,,,0,,,,,
F-63-2023,2023-04-04 15:54:09.000,2023-04-11 10:13:09.000,Guatemala,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-67-2023,2023-04-11 19:50:08.000,2023-04-26 14:12:05.000,Guatemala,Academia,Compleja,Desestimado,,,,0,,,,,
F-69-2023,2023-04-22 02:13:09.000,2023-04-22 09:24:58.000,Honduras,Personal,Estandar,Otorgado,,,,0,,,,,
F-70-2023,2023-04-25 15:48:42.000,2023-05-01 13:55:06.000,El Salvador,Personal,Compleja,Otorgado,,,,0,,,,,
F-71-2023,2023-04-27 09:53:24.000,2023-05-01 13:48:17.000,Guatemala,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-72-2023,2023-04-28 11:40:37.000,2023-05-01 13:39:45.000,México,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-75-2023,2023-05-01 17:33:33.000,2023-05-02 11:14:02.000,Estados Unidos,Personal,Estandar,Otorgado,,,,0,,,,,
F-76-2023,2023-05-04 11:20:42.000,2023-05-09 10:40:38.000,Estados Unidos,Personal,Compleja,Otorgado,,,,0,,,,,
F-77-2023,2023-05-08 04:05:30.000,2023-05-08 09:34:26.000,South Korea,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-78-2023,2023-05-17 10:23:49.000,,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-79-2023,2023-05-18 18:08:37.000,2023-05-19 08:13:15.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-80-2023,2023-05-22 12:45:07.000,2023-06-02 16:32:06.000,Guatemala,Sector Público,Compleja,Otorgado,,,,0,,,,,
F-81-2023,2023-05-22 12:54:02.000,2023-06-02 16:30:10.000,Guatemala,Sector Público,Compleja,Otorgado,,,,0,,,,,
F-82-2023,2023-05-23 17:25:18.000,2023-05-24 19:39:49.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-83-2023,2023-05-25 15:44:41.000,2023-06-02 16:40:34.000,Costa Rica,Sector Público,Compleja,Otorgado,,,,0,,,,,
F-84-2023,2023-05-26 15:50:11.000,2023-05-30 18:27:33.000,Nicaragua,Personal,Estandar,Otorgado,,,,0,,,,,
F-85-2023,2023-05-31 04:49:15.000,2023-05-31 15:08:30.000,España,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-86-2023,2023-05-31 07:33:06.000,2023-05-31 15:05:00.000,México,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-87-2023,2023-06-06 14:10:27.000,2023-06-07 10:59:34.000,United States,Sector Privado,Estandar,Otorgado,,,,0,,,,,
C-88-2023,2023-06-06 17:36:00.000,2023-06-07 10:40:12.000,Costa Rica,Personal,Compleja,Otorgado,,,,0,,,,,
F-90-2023,2023-06-19 23:17:33.000,2023-06-24 13:40:50.000,Honduras,Academia,Compleja,Otorgado,,,,0,,,,,
F-91-2023,2023-06-22 03:17:48.000,2023-06-26 13:08:11.000,Switzerland,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-92-2023,2023-06-24 21:57:34.000,2023-06-26 09:42:27.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-93-2023,2023-06-25 14:53:11.000,2023-07-04 19:28:14.000,Nicaragua,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-94-2023,2023-06-28 16:34:52.000,2023-06-29 13:24:32.000,Costa Rica,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-95-2023,2023-07-06 12:16:01.000,2023-07-07 18:16:26.000,Guatemala,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-96-2023,2023-07-06 15:00:54.000,2023-07-07 08:09:13.000,Nicaragua,Medios de comunicación,Estandar,Otorgado,,,,0,,,,,
F-97-2023,2023-07-13 18:32:51.000,2023-07-14 06:37:46.000,Honduras,Personal,Estandar,Otorgado,,,,0,,,,,
C-98-2023,2023-07-12 00:38:00.000,2023-08-02 18:51:23.000,Costa Rica,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-99-2023,2023-07-14 21:14:34.000,2023-07-15 07:03:34.000,Honduras,Personal,Estandar,Desestimado,,,,0,,,,,
F-100-2023,2023-07-17 14:44:43.000,2023-07-19 17:07:20.000,Guatemala,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-101-2023,2023-07-17 15:34:34.000,2023-07-25 09:39:51.000,Guatemala,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-102-2023,2023-07-18 13:53:59.000,2023-07-21 18:25:27.000,El Salvador,Academia,Compleja,Otorgado,,,,0,,,,,
F-103-2023,2023-07-25 21:27:30.000,2023-07-28 18:12:06.000,Nicaragua,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-104-2023,2023-07-26 08:53:47.000,2023-07-28 18:18:56.000,República Dominicana,ONG,Estandar,Otorgado,,,,0,,,,,
F-105-2023,2023-07-27 15:08:18.000,2023-07-28 18:05:36.000,Costa Rica,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-106-2023,2023-08-07 11:51:42.000,2023-08-18 23:55:04.000,Colombia,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-107-2023,2023-08-09 09:18:16.000,2023-08-11 18:38:34.000,Argentina,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
F-108-2023,2023-08-09 13:52:24.000,2023-08-10 11:27:51.000,Honduras,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-109-2023,2023-08-16 23:20:11.000,2023-08-19 00:02:01.000,South Sudan,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-110-2023,2023-08-17 10:57:29.000,2023-09-05 17:48:32.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-111-2023,2023-08-20 08:56:44.000,2023-09-04 17:42:57.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-112-2023,2023-08-21 16:10:48.000,2023-08-21 16:29:26.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-113-2023,2023-08-22 16:49:08.000,2023-09-04 18:06:33.000,Mexico,Personal,Compleja,Desestimado,,,,0,,,,,
F-114-2023,2023-08-22 20:54:33.000,2023-08-25 17:35:11.000,Costa Rica,Medios de comunicación,Estandar,Otorgado,,,,0,,,,,
F-115-2023,2023-08-22 20:59:57.000,2023-09-04 17:45:16.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-116-2023,2023-08-23 14:39:17.000,2023-10-12 10:56:18.000,Estados Unidos,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-117-2023,2023-08-23 22:13:04.000,2023-08-25 08:55:12.000,Costa Rica,Personal,No Categorizada,Desestimado,,,,0,,,,,
F-118-2023,2023-08-24 13:16:21.000,2023-09-04 17:48:11.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
C-119-2023,2023-08-18 00:58:00.000,2023-09-04 17:55:12.000,Costa Rica,Sector Público,Compleja,Otorgado,,,,0,,,,,
F-120-2023,2023-08-28 10:48:12.000,2023-09-06 18:52:15.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-121-2023,2023-08-30 03:51:56.000,2023-08-30 17:50:15.000,Austria,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-122-2023,2023-09-01 15:29:02.000,2023-09-06 15:30:08.000,Honduras,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-123-2023,2023-09-01 18:43:21.000,2023-09-03 19:31:41.000,Costa Rica,Personal,Estandar,Otorgado,,,,0,,,,,
F-124-2023,2023-09-04 12:09:53.000,2023-09-05 17:53:21.000,Costa Rica,Academia,Compleja,Desestimado,,,,0,,,,,
C-125-2023,2023-08-29 19:54:00.000,2023-09-27 09:14:56.000,Costa Rica,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-127-2023,2023-09-06 16:27:07.000,2023-09-08 18:21:20.000,Honduras,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
F-128-2023,2023-09-08 11:02:39.000,2023-09-12 08:52:37.000,Estados Unidos,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-130-2023,2023-09-13 05:40:44.000,2023-09-13 08:40:06.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-131-2023,2023-09-21 13:23:52.000,2023-09-27 16:37:35.000,Estados Unidos,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-132-2023,2023-09-21 13:28:05.000,2023-10-27 18:34:13.000,El Salvador,ONG,Compleja,Otorgado,,,,0,,,,,
C-133-2023,2023-09-18 12:32:00.000,2023-11-08 09:09:08.000,Costa Rica,Sector Privado,Compleja,Desestimado,,,,0,,,,,
F-134-2023,2023-09-28 06:27:58.000,2023-10-25 10:54:39.000,Honduras,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
C-135-2023,2023-09-25 16:00:00.000,2023-10-11 18:45:54.000,Costa Rica,Sector Público,Compleja,Otorgado,,,,0,,,,,
F-136-2023,2023-10-03 06:48:34.000,2023-10-09 10:59:08.000,Finland,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-137-2023,2023-10-04 16:40:29.000,2023-11-08 10:01:55.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
F-138-2023,2023-10-09 19:19:25.000,2023-10-11 18:48:23.000,Costa Rica,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-139-2023,2023-10-12 18:27:49.000,2023-10-13 08:44:44.000,Costa Rica,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-140-2023,2023-10-16 22:10:52.000,2023-10-17 16:09:15.000,Honduras,Academia,Estandar,Otorgado,,,,0,,,,,
F-141-2023,2023-10-18 17:04:49.000,2023-10-20 15:53:10.000,Guatemala,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-142-2023,2023-10-19 09:18:24.000,2023-10-19 18:11:32.000,France,Academia,Estandar,Otorgado,,,,0,,,,,
F-143-2023,2023-10-19 14:21:42.000,2023-12-06 17:10:08.000,El Salvador,ONG,Compleja,Otorgado,,,,0,,,,,
F-144-2023,2023-10-23 12:55:05.000,2023-12-06 17:16:11.000,Nicaragua,Personal,No Categorizada,Desestimado,,,,0,,,,,
F-145-2023,2023-10-24 10:53:53.000,2023-12-06 17:12:47.000,El Salvador,Academia,Compleja,Otorgado,,,,0,,,,,
F-146-2023,2023-10-24 21:13:16.000,2023-10-25 10:38:46.000,Costa Rica,Personal,Estandar,Otorgado,,,,0,,,,,
C-147-2023,2023-10-25 15:00:00.000,2023-12-06 09:20:50.000,El Salvador,Academia,Compleja,Otorgado,,,,0,,,,,
C-149-2023,2023-10-27 17:52:00.000,2023-11-03 08:56:03.000,Estados Unidos,ONG,Estandar,Otorgado,,,,0,,,,,
F-150-2023,2023-10-31 15:22:35.000,2023-11-10 15:51:57.000,Estados Unidos,ONG,Compleja,Otorgado,,,,0,,,,,
F-151-2023,2023-11-01 15:19:04.000,2023-12-06 15:24:41.000,Estados Unidos,ONG,Compleja,Otorgado,,,,0,,,,,
F-152-2023,2023-11-03 08:25:51.000,2023-11-03 08:59:46.000,Colombia,Sector Privado,No Categorizada,Desestimado,,,,0,,,,,
F-153-2023,2023-11-05 11:22:42.000,2023-11-08 15:53:10.000,El Salvador,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
C-154-2023,2023-11-03 00:24:00.000,2023-11-08 08:51:39.000,Honduras,Academia,Compleja,Desestimado,,,,0,,,,,
F-155-2023,2023-11-07 14:08:08.000,2023-11-08 08:38:58.000,El Salvador,Sector Público,Estandar,Otorgado,,,,0,,,,,
F-156-2023,2023-11-08 09:55:47.000,2023-11-09 15:02:47.000,Guatemala,Academia,Compleja,Otorgado,,,,0,,,,,
F-157-2023,2023-11-08 14:03:20.000,2023-11-09 10:37:44.000,El Salvador,ONG,Estandar,Otorgado,,,,0,,,,,
F-158-2023,2023-11-09 14:03:12.000,2023-11-23 14:35:56.000,Costa Rica,Academia,Compleja,Otorgado,,,,0,,,,,
C-160-2023,2023-11-10 12:37:00.000,2023-11-13 17:50:15.000,Costa Rica,Academia,Compleja,Otorgado,,,,0,,,,,
F-162-2023,2023-11-14 06:30:00.000,2023-11-17 08:01:32.000,Switzerland,Sector Privado,Compleja,Otorgado,,,,0,,,,,
F-164-2023,2023-11-24 22:57:51.000,2023-11-27 12:45:51.000,Nicaragua,Sector Privado,Estandar,Otorgado,,,,0,,,,,
F-165-2023,2023-11-27 16:35:12.000,2023-12-18 22:58:06.000,Costa Rica,Academia,Compleja,Otorgado,,,,0,,,,,
F-166-2023,2023-11-28 10:40:45.000,2023-11-29 17:06:24.000,El Salvador,Academia,Estandar,Otorgado,,,,0,,,,,
F-167-2023,2023-11-28 13:33:34.000,2023-12-06 17:31:01.000,El Salvador,Medios de comunicación,No Categorizada,Desestimado,,,,0,,,,,
C-168-2023,2023-12-05 12:31:00.000,2023-12-06 17:02:08.000,Honduras,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
C-169-2023,2023-12-05 15:51:00.000,2023-12-14 18:52:45.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,,,,0,,,,,
C-170-2023,2023-12-08 14:25:00.000,2023-12-12 00:00:00.000,Costa Rica,Academia,Compleja,Otorgado,,,,0,,,,,
F-171-2023,2023-12-10 22:14:38.000,2023-12-11 09:15:36.000,Guatemala,Personal,Estandar,Otorgado,,,,0,,,,,
F-172-2023,2023-12-11 11:18:56.000,2023-12-13 11:16:56.000,Argentina,Academia,Estandar,Otorgado,,,,0,,,,,
F-174-2023,2023-12-13 11:37:29.000,2023-12-14 11:34:54.000,Argentina,Academia,Estandar,Otorgado,,,,0,,,,,
F-175-2023,2023-12-14 20:39:17.000,2023-12-15 11:50:45.000,Costa Rica,Academia,Estandar,Otorgado,,,,0,,,,,
F-176-2023,2023-12-14 20:40:49.000,2023-12-15 11:44:18.000,Afganistán,Academia,Estandar,Otorgado,,,,0,,,,,
F-177-2023,2023-12-15 07:55:49.000,2024-01-05 11:26:54.000,El Salvador,Sector Público,Compleja,Otorgado,,,,0,,,,,
